Country Name,Country Code,Series Name,Series Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Afghanistan,AFG,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,,,,,,,,,,,23.38548244,22.37351707,25.93558204,26.53036849,27.86972021,26.60901164,26.70104173,21.77640153,21.04463784,22.5815595,20.99520665,20.40632187,21.12375692,22.03047123,21.70399519,
Afghanistan,AFG,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,18.48706184,16.67247917,17.35909632,16.42380489,16.18744786,17.56692662,17.69689299,13.07738023,12.45917538,13.68303109,12.32907309,11.46429763,11.41783708,11.37164178,11.30833082,
Afghanistan,AFG,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,37.28996123,38.37397674,41.7646325,39.64861428,40.55846591,40.90158728,45.84504595,45.54635999,49.13687452,50.04786143,51.46082227,52.96785942,53.24553549,53.43318272,53.01981651,
Albania,ALB,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,48.20079786,42.6969058,23.32055881,22.90170682,21.73068405,22.49794167,14.38965454,14.19566716,11.64594009,12.56678356,14.81867528,16.4388412,17.46509574,20.45448807,21.6319758,22.10098528,22.8892517,21.83372069,25.16102246,24.41367287,24.93748687,24.48440846,22.91851297,23.06133801,21.50885745,21.76365481,21.13073352,21.14748955
Albania,ALB,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,8.538729566,7.484581747,6.240041359,6.074762202,6.384388185,5.962710406,5.670591573,7.325170416,8.322971802,8.927720779,9.330374191,7.614935674,4.997761377,5.197575215,5.452122143,5.661887229,4.614428114,5.059810431,5.325821407,5.671488817,5.661972729,5.944314606
Albania,ALB,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,15.89841223,18.00779904,25.03757092,22.45731668,24.64833534,21.68991362,44.2427718,47.9312537,50.11538705,52.97255895,50.38873025,51.3696589,50.0600027,46.30632891,46.18797944,46.93310752,46.26563241,47.21999304,44.69923498,45.31738433,44.02548561,44.25636848,44.954621,44.60700472,45.78251509,46.28433037,46.67472928,47.25966612
Algeria,DZA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,44.02662887,48.22972476,45.9168078,45.03430467,44.94133265,45.82537728,47.06225828,48.15480866,42.25048463,45.36518533,54.37147769,50.10639089,49.18503314,50.8246611,52.29995225,57.33401543,58.88449486,57.67405931,58.62068248,47.8988967,50.4953995,49.62329224,47.8494723,44.25329616,42.3105733,35.66027007,34.87490844,36.28012182
Algeria,DZA,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,10.39942411,10.384843,11.37187519,12.1612348,11.34428374,10.45413425,8.303501704,8.028199738,9.072601616,8.350324111,7.049812599,,,,,,,,,,,4.552716881,4.500511364,4.635939183,4.862362043,5.416102123,5.605361304,5.484630731
Algeria,DZA,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,44.64851543,45.13612022,44.05573515
American Samoa,ASM,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,,,,,,,,,14.09311915,14.54866093,14.91738207,15.4004329,15.73943275,15.82097648,16.09372842,15.46170097,15.48457135,14.38525912,13.45661226,12.4027752,11.02427102,10.2524993,9.90754123,9.783363312,9.844718945,
Andorra,AND,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,3.636643908,3.384146341,3.409516673,3.628834933,3.678342737,3.455717767,3.447543311,3.419653809,3.551403236,3.455604683,3.706261964,3.626091381,3.372282807,3.222086912,3.17685957,3.245211272,3.204041383,
Andorra,AND,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,75.43884439,75.80583453,75.32159361,75.59900245,75.43119126,75.19614359,75.57367588,75.58538912,76.25757543,77.5129514,78.06871781,78.03103117,78.49550552,79.28178696,79.5371122,80.00883587,79.20448735,
Angola,AGO,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,29.7650365,42.85714286,36.84210526,46.93877551,61.25940127,60.28517579,67.82067594,60.75774139,55.1572893,72.71737231,72.12295494,64.88381154,,,,,,,,,,,,,,,,
Angola,AGO,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,4.570123731,14.28571429,2.631578947,5.102040816,4.527355847,3.646280794,3.445749994,4.378391184,6.259370843,3.222875779,2.890163321,3.873100814,,,,,,,,,,,,,,,,
Angola,AGO,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,33.06161049,25.1524549,30.24024067,31.93152829,20.99237086,22.21235549,26.95981144,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,13.9102115,14.56416008,13.4824356,12.70763717,12.52557479,12.69588325,12.24718856,12.51282197,12.65880381,13.51181839,13.82711393,12.8781391,13.04232482,13.19529465,13.05575514,14.5297874,18.46274484,17.75960835,19.15681322,19.48801069,16.13951881,14.47480131,14.11810451,15.5311999,15.80404819,16.11855668,17.51248297,18.15740979
Antigua and Barbuda,ATG,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,2.518409211,2.270155222,2.059064028,1.825066533,1.690209097,1.713172486,1.623426053,1.64215351,1.66870579,1.689189989,1.62410252,1.739580139,1.816976647,1.906103635,1.855861045,1.792945547,1.818830072,1.696271413,1.590253212,2.068154576,2.149375584,2.237728043,2.0577431,2.712801949,2.689528869,2.627627648,2.424112861,2.451974676
Antigua and Barbuda,ATG,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,72.4929639,72.31401397,73.23857685,74.21682094,74.21269615,73.67478947,73.67428631,74.02353594,74.43421705,74.15312463,76.31445961,75.8545322,74.99441454,74.54420682,73.16336981,72.59407305,68.25971593,67.60772389,67.21949587,68.48820374,70.99450728,72.39034506,72.00084224,71.33837122,71.2337054,70.51096594,69.11122228,69.21994955
Argentina,ARG,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,36.02188135,32.72252826,30.6839549,27.3387391,26.75458359,26.3011238,26.59252856,27.17912033,26.71206471,26.19337761,25.9909484,25.24351337,30.55777721,32.64509144,28.81692201,28.62631404,29.20327967,27.41523613,26.27245994,25.2842048,25.25877626,25.21269761,24.42905706,24.00588144,24.27739449,23.15305614,22.18749786,21.7366476
Argentina,ARG,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,26.78970455,24.38644909,21.85913156,18.23991153,17.81910348,17.24671479,17.53565822,18.22788441,17.83795356,16.96149871,16.49432845,16.09323522,20.34775098,22.48679536,18.93701362,18.34041594,17.87779386,17.04741545,16.5383661,15.58377727,15.84486081,15.85069839,15.21680091,15.01105426,14.77277855,14.18158545,13.60094286,12.94973736
Argentina,ARG,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,55.85444764,60.56119851,63.32521644,61.05689609,60.34202144,60.82139117,60.06178584,59.64243885,60.14126191,61.92478212,61.94534731,63.56040778,53.54885149,50.55964268,47.83698829,48.48614593,48.74913337,49.50833078,50.2551922,53.306001,51.49518021,51.81190075,53.65811792,53.91909367,52.94054347,55.81490128,55.87481062,56.92022987
Armenia,ARM,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,47.78374081,46.56795081,36.15525968,25.84243826,35.81802897,30.80232586,30.78875098,30.54598002,27.90676002,29.4595444,35.42057926,32.88788417,35.20313853,38.17001732,37.67476784,41.40288501,40.8678288,39.50928646,38.60136612,32.0155135,32.86572489,30.14570406,27.82709461,26.70904814,25.27053295,25.70869944,25.57713304,25.29130566
Armenia,ARM,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,30.15305108,35.29928473,30.40394597,21.91631444,29.13158321,24.26606954,23.4270856,22.4605416,19.88915435,21.15711484,16.83696804,15.67773937,15.11820025,15.30919999,13.56462297,13.54506608,10.84789197,9.370522196,8.842151773,8.693247595,9.684623389,10.56847933,9.424758532,9.68257532,9.666405536,9.206171059,10.28464998,10.23245967
Armenia,ARM,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,28.20512821,24.38198017,27.12208646,20.79432772,17.58105203,24.80431346,26.32783366,29.53903331,30.14225905,33.26885088,30.6783041,30.42186052,30.57245152,30.08119878,30.08302544,29.73164112,30.87490585,30.81161257,32.19035692,38.87738644,37.03316283,36.0689921,45.69893241,45.74975686,47.41304375,48.21266939,49.91050943,51.31795921
Aruba,ABW,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,,,15.28769425,15.14382403,14.93927126,17.14077316,17.51090238,15.54927184,15.82535158,15.92979312,15.29056917,16.91343318,17.94856366,18.92846016,20.18046161,20.26990484,18.92044397,14.89283694,14.77364569,14.63320789,,,,,,
Aruba,ABW,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,1.427971441,2.58037225,2.510121457,2.479941648,2.78430057,3.600416368,3.922194258,3.875459303,3.848257045,3.839552476,3.746909959,3.698502097,3.766115115,3.841608698,3.649944674,4.091131634,4.101023501,4.188760081,,,,,,
Aruba,ABW,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
